1715964575.9623094	39	788	96
1715964576.7563956	39	789	293
1715964577.6747735	39	1130	237
1715964579.2352998	39	779	338
1715964579.9469438	39	778	317
1715964579.966539	39	781	171
1715964580.0149446	39	439	310
1715964580.0661423	39	1127	75
1715964580.8156936	39	786	237
1715964583.1809359	39	786	15
1715964583.2638426	39	793	500
1715964583.8402705	39	791	368
1715964584.28084	39	1119	206
1715964585.0729294	39	1122	222
1715964585.246152	39	1122	398
1715964585.292453	39	273	74
1715964586.4650285	39	784	502
1715964587.6965296	39	783	138
1715964588.236737	39	269	224
1715964588.2993124	39	783	193
1715964588.6365306	39	1138	521
1715964590.5666494	39	779	216
1715964591.4481542	39	1126	29
1715964593.1536858	39	778	396
1715964593.565481	39	788	178
1715964593.7831638	39	788	706
1715964593.906867	39	831	737
1715964594.1342373	39	811	646
1715964594.1659887	39	1145	442
1715964594.2097232	39	781	95
1715964595.245913	39	442	154
1715964595.8273766	39	794	137
1715964595.9907198	39	1151	302
1715964596.0587552	39	1126	186
1715964597.8936312	39	1128	57
1715964598.0505183	39	1118	314
1715964598.7333548	39	318	505
1715964600.1381133	39	1128	62
1715964600.705389	39	1157	440
1715964605.4431384	39	811	467
1715964606.8477626	39	455	267
1715964606.9453785	39	807	392
1715964607.153447	39	780	320
1715964607.7021387	39	794	269
1715964608.5843127	39	442	262
1715964608.8871372	39	792	365
1715964609.125575	39	800	416
1715964609.69799	39	1126	638
1715964609.7772882	39	1125	41
1715964610.4049218	39	1119	302
1715964611.5717726	39	272	136
1715964612.897735	39	1130	362
1715964615.4294903	39	278	644
1715964616.0745301	39	787	89
1715964616.271151	39	779	354
1715964619.2920654	39	1125	563
1715964625.3860285	39	795	730
1715964635.2816875	39	786	175
1715964639.249885	39	783	246
1715964640.5388322	39	781	44
1715964640.9800868	39	787	124
1715964642.6398842	39	780	85
1715964643.1865487	39	817	282
1715964643.4214685	39	784	78
1715964643.764075	39	1129	34
1715964644.3585765	39	1149	255
1715964644.3784666	39	795	267
1715964644.6469393	39	1120	386
1715964644.7509782	39	794	405
1715964644.8629723	39	1125	500
1715964645.2163415	39	1124	220
1715964645.8539798	39	1121	338
1715964646.9102156	39	792	357
1715964647.4201088	39	786	41
1715964647.537734	39	1121	285
1715964647.8959846	39	271	135
1715964648.5252178	39	1122	35
1715964648.7560725	39	789	431
1715964650.3523018	39	781	363
1715964650.658802	39	1132	100
1715964650.9449086	39	1132	49
1715964651.1003282	39	271	288
1715964651.7954571	39	274	75
1715964652.3539293	39	448	283
1715964652.8235009	39	804	495
1715964653.8898702	39	1126	34
1715964654.1631942	39	789	251
1715964654.1988623	39	781	297
1715964655.587476	39	442	112
1715964656.287196	39	791	430
1715964656.6124601	39	782	105
1715964657.7384715	39	1124	390
1715964658.1108568	39	441	297
1715964658.32429	39	782	324
1715964659.478061	39	1134	602
1715964659.9130921	39	1120	283
1715964661.1234972	39	443	176
1715964662.5080423	39	1125	313
1715964662.7412257	39	805	212
1715964664.085293	39	1145	582
1715964665.0764256	39	783	227
1715964665.2404256	39	791	43
1715964665.3149004	39	785	136
1715964665.6474624	39	781	279
1715964665.6709194	39	1121	321
1715964665.7900348	39	314	488
1715964667.4309936	39	1128	448
1715964669.9502468	39	781	215
1715964670.044152	39	781	285
1715964670.1448107	39	1169	516
1715964671.1154902	39	788	643
1715964673.1002262	39	273	465
1715964674.1028955	39	792	635
1715964674.5096207	39	834	543
1715964676.494493	39	809	495
1715964679.8009346	39	807	613
1715964682.513184	39	784	657
1715966282.5848265	39	24	9
1715966284.4407656	39	24	69
1715966285.6274104	39	24	65
1715966285.9154587	39	24	9
1715966285.9799633	39	24	9
1715966286.159291	39	24	9
1715966287.125289	39	24	9
1715966287.1331902	39	24	9
1715966287.2067575	39	24	9
1715966287.5111747	39	24	9
1715966287.536358	39	24	9
1715966287.597448	39	24	9
1715966287.6672323	39	24	14
1715966287.68429	39	24	9
1715966288.1075456	39	24	9
1715966288.568193	39	24	9
1715966288.8390498	39	24	9
1715966288.852765	39	24	9
1715966288.8994586	39	24	9
1715966289.1163354	39	24	77
1715966289.1887345	39	24	9
1715966289.2079082	39	24	9
1715966290.226033	39	24	9
1715966290.523346	39	24	9
1715966290.613697	39	24	9
1715966290.9252148	39	24	9
1715966291.9987295	39	24	9
1715966292.006091	39	24	14
1715966292.1144555	39	24	9
1715966292.215608	39	24	9
1715966292.3368142	39	24	14
1715966292.370204	39	24	14
1715966292.3895724	39	24	9
1715966292.513781	39	24	9
1715966292.6243641	39	24	9
1715966292.872399	39	24	39
1715966292.9455853	39	24	41
1715966293.5231547	39	24	9
1715966293.593072	39	24	9
1715966293.680891	39	24	9
1715966293.7633507	39	24	9
1715966294.4574518	39	24	9
1715966294.8109236	39	24	9
1715966295.034806	39	24	9
1715966295.4767587	39	24	13
1715966295.67631	39	24	9
1715966295.8306453	39	24	9
1715966296.963763	39	24	9
1715966297.0555315	39	24	159
1715966297.0735233	39	24	9
1715966297.28041	39	24	14
1715966297.490971	39	24	161
1715966297.51616	39	24	9
1715966297.8269775	39	24	14
1715966298.7324948	39	24	9
1715966299.2509453	39	24	9
1715966299.3039846	39	24	9
1715966299.4111764	39	24	9
1715966302.0269375	39	24	121
1715966303.657093	39	24	13
1715967194.0439048	39	789	64
1715967224.6122003	39	789	72
1715967269.0966673	39	1122	369
1715967295.2496288	39	812	601
1715967894.8834574	39	1124	265
1715967895.1029382	39	1120	392
1715967896.5007594	39	273	544
1715968118.673881	39	1124	247
1715968119.5989015	39	273	455
1715968123.155988	39	1120	392
1715968163.2255027	39	1124	243
1715968168.082105	39	273	554
1715968170.3987553	39	1120	569
1715968199.8254097	39	1120	458
1715968199.9274619	39	1124	250
1715968203.903891	39	273	527
1715968304.2702327	39	1122	309
1715968547.5718956	39	1133	380
1715968548.3273242	39	1124	490
1715968551.534197	39	278	656
